case_id,note_id,vendor,model
 21,489,OpenAI,gpt-4o
 21,490,OpenAI,gpt-4o
 21,491,OpenAI,gpt-4o
 21,492,OpenAI,gpt-4o
 22,1023,Anthropic,claude-3-5-sonnet-20241022
 22,1024,Anthropic,claude-3-5-sonnet-20241022
 22,1025,Anthropic,claude-3-5-sonnet-20241022
 22,1026,Anthropic,claude-3-5-sonnet-20241022
 22,1027,Anthropic,claude-3-5-sonnet-20241022
 22,493,OpenAI,gpt-4o
 22,494,OpenAI,gpt-4o
 22,495,OpenAI,gpt-4o
 22,496,OpenAI,gpt-4o
 22,497,OpenAI,gpt-4o
 23,1028,Anthropic,claude-3-5-sonnet-20241022
 23,1029,Anthropic,claude-3-5-sonnet-20241022
 23,1030,Anthropic,claude-3-5-sonnet-20241022
 23,1031,Anthropic,claude-3-5-sonnet-20241022
 23,1032,Anthropic,claude-3-5-sonnet-20241022
 23,498,OpenAI,gpt-4o
 23,499,OpenAI,gpt-4o
 23,500,OpenAI,gpt-4o
 23,501,OpenAI,gpt-4o
 23,503,OpenAI,gpt-4o
 24,1033,Anthropic,claude-3-5-sonnet-20241022
 24,1034,Anthropic,claude-3-5-sonnet-20241022
 24,1035,Anthropic,claude-3-5-sonnet-20241022
 24,1036,Anthropic,claude-3-5-sonnet-20241022
 24,1037,Anthropic,claude-3-5-sonnet-20241022
 24,502,OpenAI,gpt-4o
 24,504,OpenAI,gpt-4o
 24,505,OpenAI,gpt-4o
 24,506,OpenAI,gpt-4o
 24,507,OpenAI,gpt-4o
 25,1038,Anthropic,claude-3-5-sonnet-20241022
 25,1039,Anthropic,claude-3-5-sonnet-20241022
 25,1040,Anthropic,claude-3-5-sonnet-20241022
 25,1041,Anthropic,claude-3-5-sonnet-20241022
 25,1042,Anthropic,claude-3-5-sonnet-20241022
 25,508,OpenAI,gpt-4o
 25,509,OpenAI,gpt-4o
 25,510,OpenAI,gpt-4o
 25,511,OpenAI,gpt-4o
 25,512,OpenAI,gpt-4o
 26,1569,Anthropic,claude-3-5-sonnet-20241022
 26,1572,Anthropic,claude-3-5-sonnet-20241022
 26,1576,Anthropic,claude-3-5-sonnet-20241022
 26,1611,Anthropic,claude-3-5-sonnet-20241022
 26,1616,Anthropic,claude-3-5-sonnet-20241022
 26,1525,OpenAI,gpt-4o
 26,1526,OpenAI,gpt-4o
 26,1527,OpenAI,gpt-4o
 26,1528,OpenAI,gpt-4o
 26,1529,OpenAI,gpt-4o
 27,1048,Anthropic,claude-3-5-sonnet-20241022
 27,1049,Anthropic,claude-3-5-sonnet-20241022
 27,1050,Anthropic,claude-3-5-sonnet-20241022
 27,1051,Anthropic,claude-3-5-sonnet-20241022
 27,1052,Anthropic,claude-3-5-sonnet-20241022
 27,518,OpenAI,gpt-4o
 27,519,OpenAI,gpt-4o
 27,520,OpenAI,gpt-4o
 27,521,OpenAI,gpt-4o
 27,522,OpenAI,gpt-4o
 28,1053,Anthropic,claude-3-5-sonnet-20241022
 28,1054,Anthropic,claude-3-5-sonnet-20241022
 28,1055,Anthropic,claude-3-5-sonnet-20241022
 28,1056,Anthropic,claude-3-5-sonnet-20241022
 28,1057,Anthropic,claude-3-5-sonnet-20241022
 28,523,OpenAI,gpt-4o
 28,524,OpenAI,gpt-4o
 28,525,OpenAI,gpt-4o
 28,526,OpenAI,gpt-4o
 28,527,OpenAI,gpt-4o
 29,1058,Anthropic,claude-3-5-sonnet-20241022
 29,1059,Anthropic,claude-3-5-sonnet-20241022
 29,1060,Anthropic,claude-3-5-sonnet-20241022
 29,1061,Anthropic,claude-3-5-sonnet-20241022
 29,1062,Anthropic,claude-3-5-sonnet-20241022
 29,528,OpenAI,gpt-4o
 29,529,OpenAI,gpt-4o
 29,530,OpenAI,gpt-4o
 29,531,OpenAI,gpt-4o
 29,532,OpenAI,gpt-4o
 30,1063,Anthropic,claude-3-5-sonnet-20241022
 30,1064,Anthropic,claude-3-5-sonnet-20241022
 30,1065,Anthropic,claude-3-5-sonnet-20241022
 30,1066,Anthropic,claude-3-5-sonnet-20241022
 30,1067,Anthropic,claude-3-5-sonnet-20241022
 30,533,OpenAI,gpt-4o
 30,534,OpenAI,gpt-4o
 30,535,OpenAI,gpt-4o
 30,536,OpenAI,gpt-4o
 30,537,OpenAI,gpt-4o
 31,1068,Anthropic,claude-3-5-sonnet-20241022
 31,1069,Anthropic,claude-3-5-sonnet-20241022
 31,1070,Anthropic,claude-3-5-sonnet-20241022
 31,1071,Anthropic,claude-3-5-sonnet-20241022
 31,1072,Anthropic,claude-3-5-sonnet-20241022
 31,538,OpenAI,gpt-4o
 31,539,OpenAI,gpt-4o
 31,540,OpenAI,gpt-4o
 31,541,OpenAI,gpt-4o
 31,542,OpenAI,gpt-4o
 32,1570,Anthropic,claude-3-5-sonnet-20241022
 32,1573,Anthropic,claude-3-5-sonnet-20241022
 32,1574,Anthropic,claude-3-5-sonnet-20241022
 32,1575,Anthropic,claude-3-5-sonnet-20241022
 32,1578,Anthropic,claude-3-5-sonnet-20241022
 32,543,OpenAI,gpt-4o
 32,1561,OpenAI,gpt-4o
 32,1563,OpenAI,gpt-4o
 32,1568,OpenAI,gpt-4o
 32,1571,OpenAI,gpt-4o
 33,1078,Anthropic,claude-3-5-sonnet-20241022
 33,1079,Anthropic,claude-3-5-sonnet-20241022
 33,1080,Anthropic,claude-3-5-sonnet-20241022
 33,1081,Anthropic,claude-3-5-sonnet-20241022
 33,1082,Anthropic,claude-3-5-sonnet-20241022
 33,548,OpenAI,gpt-4o
 33,549,OpenAI,gpt-4o
 33,550,OpenAI,gpt-4o
 33,551,OpenAI,gpt-4o
 33,552,OpenAI,gpt-4o
 34,1083,Anthropic,claude-3-5-sonnet-20241022
 34,1084,Anthropic,claude-3-5-sonnet-20241022
 34,1085,Anthropic,claude-3-5-sonnet-20241022
 34,1086,Anthropic,claude-3-5-sonnet-20241022
 34,1087,Anthropic,claude-3-5-sonnet-20241022
 34,553,OpenAI,gpt-4o
 34,554,OpenAI,gpt-4o
 34,555,OpenAI,gpt-4o
 34,556,OpenAI,gpt-4o
 34,557,OpenAI,gpt-4o
 35,1088,Anthropic,claude-3-5-sonnet-20241022
 35,1089,Anthropic,claude-3-5-sonnet-20241022
 35,1090,Anthropic,claude-3-5-sonnet-20241022
 35,1091,Anthropic,claude-3-5-sonnet-20241022
 35,1092,Anthropic,claude-3-5-sonnet-20241022
 35,558,OpenAI,gpt-4o
 35,559,OpenAI,gpt-4o
 35,560,OpenAI,gpt-4o
 35,561,OpenAI,gpt-4o
 35,562,OpenAI,gpt-4o
 37,1093,Anthropic,claude-3-5-sonnet-20241022
 37,1094,Anthropic,claude-3-5-sonnet-20241022
 37,1095,Anthropic,claude-3-5-sonnet-20241022
 37,1096,Anthropic,claude-3-5-sonnet-20241022
 37,1097,Anthropic,claude-3-5-sonnet-20241022
 37,563,OpenAI,gpt-4o
 37,564,OpenAI,gpt-4o
 37,565,OpenAI,gpt-4o
 37,566,OpenAI,gpt-4o
 37,567,OpenAI,gpt-4o
 38,1098,Anthropic,claude-3-5-sonnet-20241022
 38,1099,Anthropic,claude-3-5-sonnet-20241022
 38,1100,Anthropic,claude-3-5-sonnet-20241022
 38,1101,Anthropic,claude-3-5-sonnet-20241022
 38,1102,Anthropic,claude-3-5-sonnet-20241022
 38,568,OpenAI,gpt-4o
 38,569,OpenAI,gpt-4o
 38,570,OpenAI,gpt-4o
 38,571,OpenAI,gpt-4o
 38,572,OpenAI,gpt-4o
 39,1103,Anthropic,claude-3-5-sonnet-20241022
 39,1104,Anthropic,claude-3-5-sonnet-20241022
 39,1105,Anthropic,claude-3-5-sonnet-20241022
 39,1106,Anthropic,claude-3-5-sonnet-20241022
 39,1107,Anthropic,claude-3-5-sonnet-20241022
 39,573,OpenAI,gpt-4o
 39,574,OpenAI,gpt-4o
 39,575,OpenAI,gpt-4o
 39,576,OpenAI,gpt-4o
 39,577,OpenAI,gpt-4o
 40,1108,Anthropic,claude-3-5-sonnet-20241022
 40,1109,Anthropic,claude-3-5-sonnet-20241022
 40,1110,Anthropic,claude-3-5-sonnet-20241022
 40,1111,Anthropic,claude-3-5-sonnet-20241022
 40,1112,Anthropic,claude-3-5-sonnet-20241022
 40,578,OpenAI,gpt-4o
 40,579,OpenAI,gpt-4o
 40,580,OpenAI,gpt-4o
 40,581,OpenAI,gpt-4o
 40,582,OpenAI,gpt-4o
 41,1113,Anthropic,claude-3-5-sonnet-20241022
 41,1114,Anthropic,claude-3-5-sonnet-20241022
 41,1115,Anthropic,claude-3-5-sonnet-20241022
 41,1116,Anthropic,claude-3-5-sonnet-20241022
 41,1117,Anthropic,claude-3-5-sonnet-20241022
 41,583,OpenAI,gpt-4o
 41,584,OpenAI,gpt-4o
 41,585,OpenAI,gpt-4o
 41,586,OpenAI,gpt-4o
 41,587,OpenAI,gpt-4o
 43,1118,Anthropic,claude-3-5-sonnet-20241022
 43,1119,Anthropic,claude-3-5-sonnet-20241022
 43,1120,Anthropic,claude-3-5-sonnet-20241022
 43,1121,Anthropic,claude-3-5-sonnet-20241022
 43,1122,Anthropic,claude-3-5-sonnet-20241022
 43,588,OpenAI,gpt-4o
 43,589,OpenAI,gpt-4o
 43,590,OpenAI,gpt-4o
 43,591,OpenAI,gpt-4o
 43,592,OpenAI,gpt-4o
 58,1124,Anthropic,claude-3-5-sonnet-20241022
 58,1126,Anthropic,claude-3-5-sonnet-20241022
 58,1127,Anthropic,claude-3-5-sonnet-20241022
 58,1591,Anthropic,claude-3-5-sonnet-20241022
 58,1608,Anthropic,claude-3-5-sonnet-20241022
 58,593,OpenAI,gpt-4o
 58,594,OpenAI,gpt-4o
 58,595,OpenAI,gpt-4o
 58,596,OpenAI,gpt-4o
 58,597,OpenAI,gpt-4o
 59,1128,Anthropic,claude-3-5-sonnet-20241022
 59,1129,Anthropic,claude-3-5-sonnet-20241022
 59,1130,Anthropic,claude-3-5-sonnet-20241022
 59,1131,Anthropic,claude-3-5-sonnet-20241022
 59,1132,Anthropic,claude-3-5-sonnet-20241022
 59,598,OpenAI,gpt-4o
 59,599,OpenAI,gpt-4o
 59,600,OpenAI,gpt-4o
 59,601,OpenAI,gpt-4o
 59,602,OpenAI,gpt-4o
 60,1133,Anthropic,claude-3-5-sonnet-20241022
 60,1134,Anthropic,claude-3-5-sonnet-20241022
 60,1135,Anthropic,claude-3-5-sonnet-20241022
 60,1136,Anthropic,claude-3-5-sonnet-20241022
 60,1137,Anthropic,claude-3-5-sonnet-20241022
 60,603,OpenAI,gpt-4o
 60,604,OpenAI,gpt-4o
 60,605,OpenAI,gpt-4o
 60,606,OpenAI,gpt-4o
 60,607,OpenAI,gpt-4o
 61,1138,Anthropic,claude-3-5-sonnet-20241022
 61,1139,Anthropic,claude-3-5-sonnet-20241022
 61,1140,Anthropic,claude-3-5-sonnet-20241022
 61,1141,Anthropic,claude-3-5-sonnet-20241022
 61,1142,Anthropic,claude-3-5-sonnet-20241022
 61,608,OpenAI,gpt-4o
 61,609,OpenAI,gpt-4o
 61,610,OpenAI,gpt-4o
 61,611,OpenAI,gpt-4o
 61,612,OpenAI,gpt-4o
 62,1143,Anthropic,claude-3-5-sonnet-20241022
 62,1144,Anthropic,claude-3-5-sonnet-20241022
 62,1145,Anthropic,claude-3-5-sonnet-20241022
 62,1146,Anthropic,claude-3-5-sonnet-20241022
 62,1147,Anthropic,claude-3-5-sonnet-20241022
 62,613,OpenAI,gpt-4o
 62,614,OpenAI,gpt-4o
 62,615,OpenAI,gpt-4o
 62,616,OpenAI,gpt-4o
 62,617,OpenAI,gpt-4o
 63,1148,Anthropic,claude-3-5-sonnet-20241022
 63,1149,Anthropic,claude-3-5-sonnet-20241022
 63,1150,Anthropic,claude-3-5-sonnet-20241022
 63,1151,Anthropic,claude-3-5-sonnet-20241022
 63,1152,Anthropic,claude-3-5-sonnet-20241022
 63,618,OpenAI,gpt-4o
 63,619,OpenAI,gpt-4o
 63,620,OpenAI,gpt-4o
 63,621,OpenAI,gpt-4o
 63,622,OpenAI,gpt-4o
 64,1154,Anthropic,claude-3-5-sonnet-20241022
 64,1155,Anthropic,claude-3-5-sonnet-20241022
 64,1156,Anthropic,claude-3-5-sonnet-20241022
 64,1157,Anthropic,claude-3-5-sonnet-20241022
 64,1577,Anthropic,claude-3-5-sonnet-20241022
 64,623,OpenAI,gpt-4o
 64,624,OpenAI,gpt-4o
 64,625,OpenAI,gpt-4o
 64,626,OpenAI,gpt-4o
 64,627,OpenAI,gpt-4o
 65,1158,Anthropic,claude-3-5-sonnet-20241022
 65,1159,Anthropic,claude-3-5-sonnet-20241022
 65,1160,Anthropic,claude-3-5-sonnet-20241022
 65,1161,Anthropic,claude-3-5-sonnet-20241022
 65,1162,Anthropic,claude-3-5-sonnet-20241022
 65,628,OpenAI,gpt-4o
 65,629,OpenAI,gpt-4o
 65,630,OpenAI,gpt-4o
 65,631,OpenAI,gpt-4o
 65,632,OpenAI,gpt-4o
 66,1163,Anthropic,claude-3-5-sonnet-20241022
 66,1164,Anthropic,claude-3-5-sonnet-20241022
 66,1165,Anthropic,claude-3-5-sonnet-20241022
 66,1166,Anthropic,claude-3-5-sonnet-20241022
 66,1167,Anthropic,claude-3-5-sonnet-20241022
 66,633,OpenAI,gpt-4o
 66,634,OpenAI,gpt-4o
 66,635,OpenAI,gpt-4o
 66,636,OpenAI,gpt-4o
 66,637,OpenAI,gpt-4o
 67,1168,Anthropic,claude-3-5-sonnet-20241022
 67,1169,Anthropic,claude-3-5-sonnet-20241022
 67,1170,Anthropic,claude-3-5-sonnet-20241022
 67,1171,Anthropic,claude-3-5-sonnet-20241022
 67,1173,Anthropic,claude-3-5-sonnet-20241022
 67,638,OpenAI,gpt-4o
 67,639,OpenAI,gpt-4o
 67,640,OpenAI,gpt-4o
 67,641,OpenAI,gpt-4o
 67,642,OpenAI,gpt-4o
 68,1172,Anthropic,claude-3-5-sonnet-20241022
 68,1174,Anthropic,claude-3-5-sonnet-20241022
 68,1175,Anthropic,claude-3-5-sonnet-20241022
 68,1176,Anthropic,claude-3-5-sonnet-20241022
 68,1177,Anthropic,claude-3-5-sonnet-20241022
 68,643,OpenAI,gpt-4o
 68,644,OpenAI,gpt-4o
 68,645,OpenAI,gpt-4o
 68,646,OpenAI,gpt-4o
 68,647,OpenAI,gpt-4o
 69,1178,Anthropic,claude-3-5-sonnet-20241022
 69,1179,Anthropic,claude-3-5-sonnet-20241022
 69,1180,Anthropic,claude-3-5-sonnet-20241022
 69,1181,Anthropic,claude-3-5-sonnet-20241022
 69,1182,Anthropic,claude-3-5-sonnet-20241022
 69,648,OpenAI,gpt-4o
 69,649,OpenAI,gpt-4o
 69,650,OpenAI,gpt-4o
 69,651,OpenAI,gpt-4o
 69,652,OpenAI,gpt-4o
 70,1183,Anthropic,claude-3-5-sonnet-20241022
 70,1184,Anthropic,claude-3-5-sonnet-20241022
 70,1185,Anthropic,claude-3-5-sonnet-20241022
 70,1186,Anthropic,claude-3-5-sonnet-20241022
 70,1187,Anthropic,claude-3-5-sonnet-20241022
 70,653,OpenAI,gpt-4o
 70,654,OpenAI,gpt-4o
 70,655,OpenAI,gpt-4o
 70,656,OpenAI,gpt-4o
 70,657,OpenAI,gpt-4o
 71,1188,Anthropic,claude-3-5-sonnet-20241022
 71,1189,Anthropic,claude-3-5-sonnet-20241022
 71,1190,Anthropic,claude-3-5-sonnet-20241022
 71,1191,Anthropic,claude-3-5-sonnet-20241022
 71,1192,Anthropic,claude-3-5-sonnet-20241022
 71,658,OpenAI,gpt-4o
 71,659,OpenAI,gpt-4o
 71,660,OpenAI,gpt-4o
 71,661,OpenAI,gpt-4o
 71,662,OpenAI,gpt-4o
 72,1593,Anthropic,claude-3-5-sonnet-20241022
 72,1594,Anthropic,claude-3-5-sonnet-20241022
 72,1595,Anthropic,claude-3-5-sonnet-20241022
 72,1596,Anthropic,claude-3-5-sonnet-20241022
 72,1597,Anthropic,claude-3-5-sonnet-20241022
 72,1530,OpenAI,gpt-4o
 72,1531,OpenAI,gpt-4o
 72,1532,OpenAI,gpt-4o
 72,1533,OpenAI,gpt-4o
 72,1534,OpenAI,gpt-4o
 73,1198,Anthropic,claude-3-5-sonnet-20241022
 73,1199,Anthropic,claude-3-5-sonnet-20241022
 73,1200,Anthropic,claude-3-5-sonnet-20241022
 73,1201,Anthropic,claude-3-5-sonnet-20241022
 73,1202,Anthropic,claude-3-5-sonnet-20241022
 73,668,OpenAI,gpt-4o
 73,669,OpenAI,gpt-4o
 73,670,OpenAI,gpt-4o
 73,671,OpenAI,gpt-4o
 73,672,OpenAI,gpt-4o
 74,1203,Anthropic,claude-3-5-sonnet-20241022
 74,1204,Anthropic,claude-3-5-sonnet-20241022
 74,1205,Anthropic,claude-3-5-sonnet-20241022
 74,1206,Anthropic,claude-3-5-sonnet-20241022
 74,1207,Anthropic,claude-3-5-sonnet-20241022
 74,673,OpenAI,gpt-4o
 74,674,OpenAI,gpt-4o
 74,675,OpenAI,gpt-4o
 74,676,OpenAI,gpt-4o
 74,677,OpenAI,gpt-4o
 75,1208,Anthropic,claude-3-5-sonnet-20241022
 75,1209,Anthropic,claude-3-5-sonnet-20241022
 75,1210,Anthropic,claude-3-5-sonnet-20241022
 75,1211,Anthropic,claude-3-5-sonnet-20241022
 75,1212,Anthropic,claude-3-5-sonnet-20241022
 75,678,OpenAI,gpt-4o
 75,679,OpenAI,gpt-4o
 75,680,OpenAI,gpt-4o
 75,681,OpenAI,gpt-4o
 75,682,OpenAI,gpt-4o
 76,1213,Anthropic,claude-3-5-sonnet-20241022
 76,1214,Anthropic,claude-3-5-sonnet-20241022
 76,1215,Anthropic,claude-3-5-sonnet-20241022
 76,1216,Anthropic,claude-3-5-sonnet-20241022
 76,1217,Anthropic,claude-3-5-sonnet-20241022
 76,683,OpenAI,gpt-4o
 76,684,OpenAI,gpt-4o
 76,685,OpenAI,gpt-4o
 76,686,OpenAI,gpt-4o
 76,687,OpenAI,gpt-4o
 77,1218,Anthropic,claude-3-5-sonnet-20241022
 77,1219,Anthropic,claude-3-5-sonnet-20241022
 77,1220,Anthropic,claude-3-5-sonnet-20241022
 77,1221,Anthropic,claude-3-5-sonnet-20241022
 77,1222,Anthropic,claude-3-5-sonnet-20241022
 77,688,OpenAI,gpt-4o
 77,689,OpenAI,gpt-4o
 77,690,OpenAI,gpt-4o
 77,691,OpenAI,gpt-4o
 77,692,OpenAI,gpt-4o
 78,1223,Anthropic,claude-3-5-sonnet-20241022
 78,1224,Anthropic,claude-3-5-sonnet-20241022
 78,1225,Anthropic,claude-3-5-sonnet-20241022
 78,1226,Anthropic,claude-3-5-sonnet-20241022
 78,1227,Anthropic,claude-3-5-sonnet-20241022
 78,693,OpenAI,gpt-4o
 78,694,OpenAI,gpt-4o
 78,695,OpenAI,gpt-4o
 78,696,OpenAI,gpt-4o
 78,697,OpenAI,gpt-4o
 79,1228,Anthropic,claude-3-5-sonnet-20241022
 79,1229,Anthropic,claude-3-5-sonnet-20241022
 79,1230,Anthropic,claude-3-5-sonnet-20241022
 79,1231,Anthropic,claude-3-5-sonnet-20241022
 79,1232,Anthropic,claude-3-5-sonnet-20241022
 79,698,OpenAI,gpt-4o
 79,699,OpenAI,gpt-4o
 79,700,OpenAI,gpt-4o
 79,701,OpenAI,gpt-4o
 79,702,OpenAI,gpt-4o
 80,1233,Anthropic,claude-3-5-sonnet-20241022
 80,1234,Anthropic,claude-3-5-sonnet-20241022
 80,1235,Anthropic,claude-3-5-sonnet-20241022
 80,1236,Anthropic,claude-3-5-sonnet-20241022
 80,1237,Anthropic,claude-3-5-sonnet-20241022
 80,703,OpenAI,gpt-4o
 80,704,OpenAI,gpt-4o
 80,705,OpenAI,gpt-4o
 80,706,OpenAI,gpt-4o
 80,707,OpenAI,gpt-4o
 81,1238,Anthropic,claude-3-5-sonnet-20241022
 81,1239,Anthropic,claude-3-5-sonnet-20241022
 81,1240,Anthropic,claude-3-5-sonnet-20241022
 81,1241,Anthropic,claude-3-5-sonnet-20241022
 81,1242,Anthropic,claude-3-5-sonnet-20241022
 81,708,OpenAI,gpt-4o
 81,709,OpenAI,gpt-4o
 81,710,OpenAI,gpt-4o
 81,711,OpenAI,gpt-4o
 81,712,OpenAI,gpt-4o
 82,1243,Anthropic,claude-3-5-sonnet-20241022
 82,1244,Anthropic,claude-3-5-sonnet-20241022
 82,1245,Anthropic,claude-3-5-sonnet-20241022
 82,1246,Anthropic,claude-3-5-sonnet-20241022
 82,1247,Anthropic,claude-3-5-sonnet-20241022
 82,713,OpenAI,gpt-4o
 82,714,OpenAI,gpt-4o
 82,715,OpenAI,gpt-4o
 82,716,OpenAI,gpt-4o
 82,717,OpenAI,gpt-4o
 83,1248,Anthropic,claude-3-5-sonnet-20241022
 83,1249,Anthropic,claude-3-5-sonnet-20241022
 83,1250,Anthropic,claude-3-5-sonnet-20241022
 83,1251,Anthropic,claude-3-5-sonnet-20241022
 83,1252,Anthropic,claude-3-5-sonnet-20241022
 83,718,OpenAI,gpt-4o
 83,719,OpenAI,gpt-4o
 83,720,OpenAI,gpt-4o
 83,721,OpenAI,gpt-4o
 83,722,OpenAI,gpt-4o
 84,1253,Anthropic,claude-3-5-sonnet-20241022
 84,1254,Anthropic,claude-3-5-sonnet-20241022
 84,1255,Anthropic,claude-3-5-sonnet-20241022
 84,1256,Anthropic,claude-3-5-sonnet-20241022
 84,1257,Anthropic,claude-3-5-sonnet-20241022
 84,723,OpenAI,gpt-4o
 84,724,OpenAI,gpt-4o
 84,725,OpenAI,gpt-4o
 84,726,OpenAI,gpt-4o
 84,727,OpenAI,gpt-4o
 85,1598,Anthropic,claude-3-5-sonnet-20241022
 85,1599,Anthropic,claude-3-5-sonnet-20241022
 85,1600,Anthropic,claude-3-5-sonnet-20241022
 85,1601,Anthropic,claude-3-5-sonnet-20241022
 85,1603,Anthropic,claude-3-5-sonnet-20241022
 85,1535,OpenAI,gpt-4o
 85,1537,OpenAI,gpt-4o
 85,1540,OpenAI,gpt-4o
 85,1544,OpenAI,gpt-4o
 85,1546,OpenAI,gpt-4o
 86,1263,Anthropic,claude-3-5-sonnet-20241022
 86,1264,Anthropic,claude-3-5-sonnet-20241022
 86,1265,Anthropic,claude-3-5-sonnet-20241022
 86,1266,Anthropic,claude-3-5-sonnet-20241022
 86,1267,Anthropic,claude-3-5-sonnet-20241022
 86,733,OpenAI,gpt-4o
 86,734,OpenAI,gpt-4o
 86,735,OpenAI,gpt-4o
 86,736,OpenAI,gpt-4o
 86,737,OpenAI,gpt-4o
 87,1268,Anthropic,claude-3-5-sonnet-20241022
 87,1269,Anthropic,claude-3-5-sonnet-20241022
 87,1270,Anthropic,claude-3-5-sonnet-20241022
 87,1271,Anthropic,claude-3-5-sonnet-20241022
 87,1272,Anthropic,claude-3-5-sonnet-20241022
 87,738,OpenAI,gpt-4o
 87,739,OpenAI,gpt-4o
 87,740,OpenAI,gpt-4o
 87,741,OpenAI,gpt-4o
 87,742,OpenAI,gpt-4o
 88,1273,Anthropic,claude-3-5-sonnet-20241022
 88,1274,Anthropic,claude-3-5-sonnet-20241022
 88,1275,Anthropic,claude-3-5-sonnet-20241022
 88,1276,Anthropic,claude-3-5-sonnet-20241022
 88,1277,Anthropic,claude-3-5-sonnet-20241022
 88,743,OpenAI,gpt-4o
 88,744,OpenAI,gpt-4o
 88,745,OpenAI,gpt-4o
 88,746,OpenAI,gpt-4o
 88,747,OpenAI,gpt-4o
 89,1602,Anthropic,claude-3-5-sonnet-20241022
 89,1618,Anthropic,claude-3-5-sonnet-20241022
 89,1621,Anthropic,claude-3-5-sonnet-20241022
 89,1622,Anthropic,claude-3-5-sonnet-20241022
 89,1625,Anthropic,claude-3-5-sonnet-20241022
 89,1536,OpenAI,gpt-4o
 89,1539,OpenAI,gpt-4o
 89,1542,OpenAI,gpt-4o
 89,1545,OpenAI,gpt-4o
 89,1548,OpenAI,gpt-4o
 90,1283,Anthropic,claude-3-5-sonnet-20241022
 90,1284,Anthropic,claude-3-5-sonnet-20241022
 90,1285,Anthropic,claude-3-5-sonnet-20241022
 90,1286,Anthropic,claude-3-5-sonnet-20241022
 90,1287,Anthropic,claude-3-5-sonnet-20241022
 90,753,OpenAI,gpt-4o
 90,754,OpenAI,gpt-4o
 90,755,OpenAI,gpt-4o
 90,756,OpenAI,gpt-4o
 90,757,OpenAI,gpt-4o
 91,1288,Anthropic,claude-3-5-sonnet-20241022
 91,1289,Anthropic,claude-3-5-sonnet-20241022
 91,1290,Anthropic,claude-3-5-sonnet-20241022
 91,1291,Anthropic,claude-3-5-sonnet-20241022
 91,1292,Anthropic,claude-3-5-sonnet-20241022
 91,758,OpenAI,gpt-4o
