Rubric_ID,Author_Email,Case_ID,Case_Name,Rubric_Created_Date,Rubric_Updated_Date,Validation_Status,Rubric_Criteria_Details,Case_Classification,Rubric_Comments,Rubric_LLM_Vendor,Rubric_LLM_Model,Rubric_Temperature,Score_ID,Generated_Note_ID,Overall_Score,Score_Created_Date,Score_Updated_Date,Scoring_Details,Score_LLM_Vendor
102,denton.shanks@gmail.com,145,Patient_13,2025-08-18 05:15:30,2025-08-18 05:45:30,not_evaluated,"[1] Reward for accurately documenting the name of the medication. (Weight: 20, Sense: positive)",manual,Copied from rubric,manual,manual,0.0,561,418,43.2,2025-08-18 05:39:52,2025-08-18 05:39:52,"[1] Satisfaction: 60% | Score: 12.0 | Rationale: Note lists faxing charts tonight and calling reviewer tomorrow, but omits explicit statement that PA was denied and no plan to update patient mentioned. | [2] Satisfaction: 20% | Score: 3.6 | Rationale: No mention of dispensing two sample 0.25-mg pens or that supply equals eight weeks; only duration in prescription implies eight weeks. | [3] Satisfaction: 50% | Score: 7.5 | Rationale: Captures weekly Sunday dosing and site rotation; misses first-dose timing reference, 10-second abdominal pinch, alcohol swab, and detailed rotation list. | [4] Satisfaction: 80% | Score: 9.6 | Rationale: Documents 36–46 °F range, ice-pack with no metal contact, lunch-bag cooler 6–8 h; omits 4-h flight/cabin guidance. | [5] Satisfaction: 100% | Score: 8.0 | Rationale: Precisely states: "">48 h late, skip until next Sunday."" | [6] Satisfaction: 60% | Score: 9.0 | Rationale: Includes protein-first, sip water, stop at 2/3 full, and acetaminophen for headaches; does not name queasy stomach, burpy reflux, or slowed bowel movements explicitly. | [7] Satisfaction: 0% | Score: 0.0 | Rationale: No reference to shellfish allergy or explanation that semaglutide is synthetic. | [8] Satisfaction: 90% | Score: 13.5 | Rationale: Lists weekly FBG checks with <70 alert and 4-injection reassessment with potential 0.5-mg escalation; missing two-week stall pause detail. | [9] Satisfaction: 0% | Score: 0.0 | Rationale: Cash/discount cost figures not documented. | [10] Satisfaction: 0% | Score: 0.0 | Rationale: No section capturing outstanding questions about earlier escalation, CGM coupon, vegetarian protein, or flight storage. | [11] Satisfaction: 30% | Score: -21.0 | Rationale: Several high-priority items omitted (samples, allergy, cost, questions), so moderate penalty. | [12] Satisfaction: 60% | Score: 15.0 | Rationale: Note covers many but not all clinician points; missing multiple key details, so overall completeness moderate. | [13] Satisfaction: 40% | Score: -9.0 | Rationale: Fails to include referenced shellfish allergy; otherwise no unrelated ROS or past history added. | [14] Satisfaction: 80% | Score: -5.0 | Rationale: Does not introduce novel diagnoses or off-script advice beyond transcript context.",OpenAI
102,denton.shanks@gmail.com,145,Patient_13,2025-08-18 05:15:30,2025-08-18 05:45:30,not_evaluated,"[1] Reward for accurately documenting the name of the medication. (Weight: 20, Sense: positive)",manual,Copied from rubric,manual,manual,0.0,562,418,37.6,2025-08-18 05:39:56,2025-08-18 05:39:56,"[1] Satisfaction: 45% | Score: 9.0 | Rationale: Note captures faxing charts tonight and calling reviewer tomorrow, but omits that PA was denied and that patient will be updated. | [2] Satisfaction: 0% | Score: 0.0 | Rationale: No mention that two sample 0.25-mg pens covering eight weeks were dispensed. | [3] Satisfaction: 40% | Score: 6.0 | Rationale: Includes Sunday weekly injection and site rotation; misses first-dose emphasis, 10-sec hold, alcohol swab, and specific site list. | [4] Satisfaction: 80% | Score: 9.6 | Rationale: Documents 36–46 °F range, ice-pack precautions, lunch-cooler 6–8 h; omits 4-h flight guidance. | [5] Satisfaction: 100% | Score: 8.0 | Rationale: Exactly states the >48 h skip rule. | [6] Satisfaction: 60% | Score: 9.0 | Rationale: Gives protein-first, sip water, 2/3-full, acetaminophen tips but does not list burpy reflux or slowed bowels. | [7] Satisfaction: 0% | Score: 0.0 | Rationale: Shellfish allergy clarification absent. | [8] Satisfaction: 80% | Score: 12.0 | Rationale: Contains weekly glucose check with <70 alert and 4-injection reassessment with possible 0.5 mg bump; omits 2-week stall option. | [9] Satisfaction: 0% | Score: 0.0 | Rationale: Cash/discount pricing not recorded. | [10] Satisfaction: 0% | Score: 0.0 | Rationale: No section listing the patient’s unanswered questions. | [11] Satisfaction: 30% | Score: -21.0 | Rationale: Multiple high-priority omissions (samples, allergy note, cost, questions) but numeric details present are accurate. | [12] Satisfaction: 60% | Score: 15.0 | Rationale: Reasonably coherent but misses several key topics, so overall completeness is moderate. | [13] Satisfaction: 50% | Score: -7.5 | Rationale: Adds no irrelevant data, but does omit referenced shellfish allergy detail. | [14] Satisfaction: 90% | Score: -2.5 | Rationale: No new or conflicting clinical advice introduced aside from a harmless ‘log the dose’ note.",OpenAI
102,denton.shanks@gmail.com,145,Patient_13,2025-08-18 05:15:30,2025-08-18 05:45:30,not_evaluated,"[1] Reward for accurately documenting the name of the medication. (Weight: 20, Sense: positive)",manual,Copied from rubric,manual,manual,0.0,563,418,10.0,2025-08-18 05:41:38,2025-08-18 05:41:38,"[1] Satisfaction: 50% | Score: 10.0 | Rationale: Note documents clinician will fax charts tonight and call insurance reviewer tomorrow, but it omits that the prior authorization was denied and lacks a plan to update the patient on the appeal status.",OpenAI
102,denton.shanks@gmail.com,145,Patient_13,2025-08-18 05:15:30,2025-08-18 05:45:30,not_evaluated,"[1] Reward for accurately documenting the name of the medication. (Weight: 20, Sense: positive)",manual,Copied from rubric,manual,manual,0.0,564,418,10.0,2025-08-18 05:41:38,2025-08-18 05:41:38,"[1] Satisfaction: 50% | Score: 10.0 | Rationale: Note includes instructions to fax charts tonight and to call the insurance reviewer tomorrow, but it does not document that the prior authorization was denied nor that the patient will be updated on the appeal status.",OpenAI
102,denton.shanks@gmail.com,145,Patient_13,2025-08-18 05:15:30,2025-08-18 05:45:30,not_evaluated,"[1] Reward for accurately documenting the name of the medication. (Weight: 20, Sense: positive)",manual,Copied from rubric,manual,manual,0.0,565,418,12.0,2025-08-18 05:41:38,2025-08-18 05:41:38,[1] Satisfaction: 60% | Score: 12.0 | Rationale: Note captures faxing charts tonight and calling the reviewer tomorrow but omits that the prior authorization was denied and does not state that the patient will be updated on appeal status.,OpenAI
102,denton.shanks@gmail.com,145,Patient_13,2025-08-18 05:15:30,2025-08-18 05:45:30,not_evaluated,"[1] Reward for accurately documenting the name of the medication. (Weight: 20, Sense: positive)",manual,Copied from rubric,manual,manual,0.0,566,418,10.0,2025-08-18 05:41:40,2025-08-18 05:41:40,"[1] Satisfaction: 50% | Score: 10.0 | Rationale: Note records plans to fax charts tonight and call the insurance reviewer tomorrow, but omits mention that the prior authorization was denied and does not state that the patient will be updated on the appeal status.",OpenAI
102,denton.shanks@gmail.com,145,Patient_13,2025-08-18 05:15:30,2025-08-18 05:45:30,not_evaluated,"[1] Reward for accurately documenting the name of the medication. (Weight: 20, Sense: positive)",manual,Copied from rubric,manual,manual,0.0,567,418,12.0,2025-08-18 05:41:40,2025-08-18 05:41:40,"[1] Satisfaction: 60% | Score: 12.0 | Rationale: Note includes tasks to fax charts tonight and call the insurance reviewer tomorrow, but it does not state that the prior authorization was denied nor that the patient will be updated on the appeal status.",OpenAI
102,denton.shanks@gmail.com,145,Patient_13,2025-08-18 05:15:30,2025-08-18 05:45:30,not_evaluated,"[1] Reward for accurately documenting the name of the medication. (Weight: 20, Sense: positive)",manual,Copied from rubric,manual,manual,0.0,568,418,8.0,2025-08-18 05:41:42,2025-08-18 05:41:42,"[1] Satisfaction: 40% | Score: 8.0 | Rationale: Note includes tasks to fax charts tonight and call reviewer tomorrow, but omits mention that prior authorization was denied and lacks plan to update patient on appeal status.",OpenAI
102,denton.shanks@gmail.com,145,Patient_13,2025-08-18 05:15:30,2025-08-18 05:45:30,not_evaluated,"[1] Reward for accurately documenting the name of the medication. (Weight: 20, Sense: positive)",manual,Copied from rubric,manual,manual,0.0,569,418,19.0,2025-08-18 05:43:55,2025-08-18 05:43:55,[1] Satisfaction: 95% | Score: 19.0 | Rationale: The medication name 'Semaglutide' is clearly documented and correctly spelled in the prescription adjustment.,OpenAI
102,denton.shanks@gmail.com,145,Patient_13,2025-08-18 05:15:30,2025-08-18 05:45:30,not_evaluated,"[1] Reward for accurately documenting the name of the medication. (Weight: 20, Sense: positive)",manual,Copied from rubric,manual,manual,0.0,570,418,19.0,2025-08-18 05:43:55,2025-08-18 05:43:55,"[1] Satisfaction: 95% | Score: 19.0 | Rationale: Medication documented as “Semaglutide 0.25 mg/0.5 mL subcutaneous solution pen injector,” which is a correct and specific generic drug name with dose form and strength.",OpenAI
102,denton.shanks@gmail.com,145,Patient_13,2025-08-18 05:15:30,2025-08-18 05:45:30,not_evaluated,"[1] Reward for accurately documenting the name of the medication. (Weight: 20, Sense: positive)",manual,Copied from rubric,manual,manual,0.0,571,418,20.0,2025-08-18 05:43:55,2025-08-18 05:43:55,[1] Satisfaction: 100% | Score: 20.0 | Rationale: Medication name 'Semaglutide' is clearly and correctly documented without errors.,OpenAI
102,denton.shanks@gmail.com,145,Patient_13,2025-08-18 05:15:30,2025-08-18 05:45:30,not_evaluated,"[1] Reward for accurately documenting the name of the medication. (Weight: 20, Sense: positive)",manual,Copied from rubric,manual,manual,0.0,572,418,20.0,2025-08-18 05:43:56,2025-08-18 05:43:56,"[1] Satisfaction: 100% | Score: 20.0 | Rationale: The note clearly identifies the medication as ""Semaglutide"" without errors or ambiguity, satisfying accurate documentation of the drug name.",OpenAI
102,denton.shanks@gmail.com,145,Patient_13,2025-08-18 05:15:30,2025-08-18 05:45:30,not_evaluated,"[1] Reward for accurately documenting the name of the medication. (Weight: 20, Sense: positive)",manual,Copied from rubric,manual,manual,0.0,573,418,19.0,2025-08-18 05:43:56,2025-08-18 05:43:56,"[1] Satisfaction: 95% | Score: 19.0 | Rationale: The note clearly documents the medication name as ""Semaglutide"" with correct spelling and context, fulfilling the criterion.",OpenAI
102,denton.shanks@gmail.com,145,Patient_13,2025-08-18 05:15:30,2025-08-18 05:45:30,not_evaluated,"[1] Reward for accurately documenting the name of the medication. (Weight: 20, Sense: positive)",manual,Copied from rubric,manual,manual,0.0,574,418,19.0,2025-08-18 05:43:58,2025-08-18 05:43:58,"[1] Satisfaction: 95% | Score: 19.0 | Rationale: The medication name ""Semaglutide"" is clearly stated and spelled correctly in the prescription adjustment, meeting the documentation requirement.",OpenAI
102,denton.shanks@gmail.com,145,Patient_13,2025-08-18 05:15:30,2025-08-18 05:45:30,not_evaluated,"[1] Reward for accurately documenting the name of the medication. (Weight: 20, Sense: positive)",manual,Copied from rubric,manual,manual,0.0,575,418,19.0,2025-08-18 05:45:37,2025-08-18 05:45:37,[1] Satisfaction: 95% | Score: 19.0 | Rationale: Medication name 'Semaglutide' is clearly stated and spelled correctly in the prescription change command.,OpenAI
102,denton.shanks@gmail.com,145,Patient_13,2025-08-18 05:15:30,2025-08-18 05:45:30,not_evaluated,"[1] Reward for accurately documenting the name of the medication. (Weight: 20, Sense: positive)",manual,Copied from rubric,manual,manual,0.0,576,418,19.0,2025-08-18 05:45:38,2025-08-18 05:45:38,[1] Satisfaction: 95% | Score: 19.0 | Rationale: Medication name 'Semaglutide' is clearly and correctly documented without spelling errors.,OpenAI
102,denton.shanks@gmail.com,145,Patient_13,2025-08-18 05:15:30,2025-08-18 05:45:30,not_evaluated,"[1] Reward for accurately documenting the name of the medication. (Weight: 20, Sense: positive)",manual,Copied from rubric,manual,manual,0.0,577,418,19.0,2025-08-18 05:45:38,2025-08-18 05:45:38,[1] Satisfaction: 95% | Score: 19.0 | Rationale: Medication name 'Semaglutide' is clearly and correctly documented without errors or ambiguity.,OpenAI
102,denton.shanks@gmail.com,145,Patient_13,2025-08-18 05:15:30,2025-08-18 05:45:30,not_evaluated,"[1] Reward for accurately documenting the name of the medication. (Weight: 20, Sense: positive)",manual,Copied from rubric,manual,manual,0.0,578,418,19.0,2025-08-18 05:45:38,2025-08-18 05:45:38,"[1] Satisfaction: 95% | Score: 19.0 | Rationale: Medication name ""Semaglutide"" is clearly and correctly documented, including dose form and strength.",OpenAI
102,denton.shanks@gmail.com,145,Patient_13,2025-08-18 05:15:30,2025-08-18 05:45:30,not_evaluated,"[1] Reward for accurately documenting the name of the medication. (Weight: 20, Sense: positive)",manual,Copied from rubric,manual,manual,0.0,579,418,18.0,2025-08-18 05:45:39,2025-08-18 05:45:39,"[1] Satisfaction: 90% | Score: 18.0 | Rationale: Medication ""Semaglutide 0.25 mg/0.5 mL subcutaneous solution pen injector"" is clearly and correctly stated, including strength and route; minimal risk for confusion.",OpenAI
102,denton.shanks@gmail.com,145,Patient_13,2025-08-18 05:15:30,2025-08-18 05:45:30,not_evaluated,"[1] Reward for accurately documenting the name of the medication. (Weight: 20, Sense: positive)",manual,Copied from rubric,manual,manual,0.0,580,418,19.0,2025-08-18 05:45:39,2025-08-18 05:45:39,"[1] Satisfaction: 95% | Score: 19.0 | Rationale: The prescription explicitly lists 'Semaglutide' with correct spelling and formulation details, showing accurate medication naming without errors or ambiguities.",OpenAI
