score_id,rubric_id,generated_note_id,overall_score,case_id,note_vendor,note_model,created,scoring_vendor,scoring_result,rubric_json,note_vendor_clean,model_short,max_possible_score,normalized_score
4063,1394,466,71.0,15,OpenAI,gpt-4o,2025-09-10 08:07:43.879478,OpenAI,"[[0, ""The note captures key patient statements about symptoms such as dizziness with position changes and back pain."", 90, 18.0], [1, ""The note accurately documents the clinician's assessment of dizziness and medication effects, mentioning improvement with meclizine."", 85, 12.75], [2, ""The note includes relevant context about current medications like Tylenol and meclizine."", 80, 12.0], [3, ""The note is mostly complete, covering key points such as symptoms, medication, and improvement."", 75, 18.75], [4, ""There is no excessive verbatim copying from the chart; the information is well-integrated into the narrative."", 95, 9.5]]","[{""criterion"": ""Reward for capturing key patient statements about symptoms "", ""sense"": ""positive"", ""weight"": 20}, {""criterion"": ""Reward for accurately documenting clinician's assessment of dizziness and medication effects"", ""sense"": ""positive"", ""weight"": 15}, {""criterion"": ""Reward for including relevant context from the chart, such as current medications and conditions"", ""sense"": ""positive"", ""weight"": 15}, {""criterion"": ""Reward for overall completeness of the note, ensuring all key points from the transcript are covered"", ""sense"": ""positive"", ""weight"": 25}, {""criterion"": ""Penalize for excessive verbatim copying from the chart without integration into the narrative"", ""sense"": ""negative"", ""weight"": 10}]",Openai,GPT-4o,85,83.52941176470588
4062,1394,463,10.0,15,OpenAI,gpt-4o,2025-09-10 08:07:42.236423,OpenAI,"[[0, ""The note does not capture any key patient statements about symptoms."", 0, 0.0], [1, ""There is no documentation of the clinician's assessment of dizziness and medication effects."", 0, 0.0], [2, ""The note lacks relevant context from the chart, such as current medications and conditions."", 0, 0.0], [3, ""The note is incomplete and does not cover key points from the transcript."", 0, 0.0], [4, ""There is no evidence of excessive verbatim copying from the chart."", 100, 10.0]]","[{""criterion"": ""Reward for capturing key patient statements about symptoms "", ""sense"": ""positive"", ""weight"": 20}, {""criterion"": ""Reward for accurately documenting clinician's assessment of dizziness and medication effects"", ""sense"": ""positive"", ""weight"": 15}, {""criterion"": ""Reward for including relevant context from the chart, such as current medications and conditions"", ""sense"": ""positive"", ""weight"": 15}, {""criterion"": ""Reward for overall completeness of the note, ensuring all key points from the transcript are covered"", ""sense"": ""positive"", ""weight"": 25}, {""criterion"": ""Penalize for excessive verbatim copying from the chart without integration into the narrative"", ""sense"": ""negative"", ""weight"": 10}]",Openai,GPT-4o,85,11.76470588235294
4061,1173,466,86.5,15,OpenAI,gpt-4o,2025-09-10 08:07:35.842588,OpenAI,"[[0, ""The note captures key patient statements about medication adherence and effects, such as taking Tylenol for back pain and meclizine for dizziness."", 90, 18.0], [1, ""The clinician's assessment of dizziness and medication effects is documented, noting that dizziness is improved with meclizine."", 85, 17.0], [2, ""The note includes relevant context about current medications like Tylenol and meclizine, but lacks details on other conditions."", 70, 10.5], [3, ""No significant patient-reported symptoms or changes in condition are omitted."", 100, 10.0], [4, ""There are no inaccuracies in documenting medication dosages or frequencies."", 100, 10.0], [5, ""The note is mostly complete, covering key points from the transcript, but could include more context."", 80, 16.0], [6, ""There is no excessive verbatim copying from the chart; the information is integrated into the narrative."", 100, 5.0]]","[{""criterion"": ""Reward for capturing key patient statements about medication adherence and effects"", ""sense"": ""positive"", ""weight"": 20}, {""criterion"": ""Reward for accurately documenting clinician's assessment of dizziness and medication effects"", ""sense"": ""positive"", ""weight"": 20}, {""criterion"": ""Reward for including relevant context from the chart, such as current medications and conditions"", ""sense"": ""positive"", ""weight"": 15}, {""criterion"": ""Penalize for omitting significant patient-reported symptoms or changes in condition"", ""sense"": ""negative"", ""weight"": 10}, {""criterion"": ""Penalize for inaccuracies in documenting medication dosages or frequencies"", ""sense"": ""negative"", ""weight"": 10}, {""criterion"": ""Reward for overall completeness of the note, ensuring all key points from the transcript are covered"", ""sense"": ""positive"", ""weight"": 20}, {""criterion"": ""Penalize for excessive verbatim copying from the chart without integration into the narrative"", ""sense"": ""negative"", ""weight"": 5}]",Openai,GPT-4o,100,86.5
4060,1173,466,88.75,15,OpenAI,gpt-4o,2025-09-10 08:07:34.250159,OpenAI,"[[0, ""The note captures key patient statements about medication adherence, such as taking Tylenol and meclizine."", 90, 18.0], [1, ""The note accurately documents the clinician's assessment of dizziness and its improvement with meclizine."", 85, 17.0], [2, ""The note includes relevant context about current medications like Tylenol and meclizine."", 80, 12.0], [3, ""No significant patient-reported symptoms or changes in condition were omitted."", 100, 10.0], [4, ""There are no inaccuracies in documenting medication dosages or frequencies."", 100, 10.0], [5, ""The note is mostly complete, covering key points such as dizziness and back pain management."", 85, 17.0], [6, ""There is no excessive verbatim copying from the chart; the information is well-integrated."", 95, 4.75]]","[{""criterion"": ""Reward for capturing key patient statements about medication adherence and effects"", ""sense"": ""positive"", ""weight"": 20}, {""criterion"": ""Reward for accurately documenting clinician's assessment of dizziness and medication effects"", ""sense"": ""positive"", ""weight"": 20}, {""criterion"": ""Reward for including relevant context from the chart, such as current medications and conditions"", ""sense"": ""positive"", ""weight"": 15}, {""criterion"": ""Penalize for omitting significant patient-reported symptoms or changes in condition"", ""sense"": ""negative"", ""weight"": 10}, {""criterion"": ""Penalize for inaccuracies in documenting medication dosages or frequencies"", ""sense"": ""negative"", ""weight"": 10}, {""criterion"": ""Reward for overall completeness of the note, ensuring all key points from the transcript are covered"", ""sense"": ""positive"", ""weight"": 20}, {""criterion"": ""Penalize for excessive verbatim copying from the chart without integration into the narrative"", ""sense"": ""negative"", ""weight"": 5}]",Openai,GPT-4o,100,88.75
4059,1695,466,114.5,15,OpenAI,gpt-4o,2025-09-10 08:07:27.949508,OpenAI,"[[0, ""The note accurately documents the clinician's assessment of dizziness and medication effects, mentioning improvement with meclizine."", 90, 22.5], [1, ""The note captures key patient statements about medication adherence and effects, such as taking Tylenol and meclizine."", 85, 17.0], [2, ""The note includes relevant context about current medications but lacks detailed information about other conditions."", 70, 10.5], [3, ""No significant patient-reported symptoms or changes in condition were omitted."", 100, 20.0], [4, ""There are no inaccuracies in documenting medication dosages or frequencies."", 100, 15.0], [5, ""The note is mostly complete but could include more context from the chart."", 80, 20.0], [6, ""There is no excessive verbatim copying from the chart; the note is well-integrated."", 95, 9.5]]","[{""criterion"": ""Reward for accurately documenting clinician's assessment of dizziness and medication effects"", ""sense"": ""positive"", ""weight"": 25}, {""criterion"": ""Reward for capturing key patient statements about medication adherence and effects"", ""sense"": ""positive"", ""weight"": 20}, {""criterion"": ""Reward for including relevant context from the chart, such as current medications and conditions"", ""sense"": ""positive"", ""weight"": 15}, {""criterion"": ""Penalize for omitting significant patient-reported symptoms or changes in condition"", ""sense"": ""negative"", ""weight"": 20}, {""criterion"": ""Penalize for inaccuracies in documenting medication dosages or frequencies"", ""sense"": ""negative"", ""weight"": 15}, {""criterion"": ""Reward for overall completeness of the note, ensuring all key points from the transcript are covered"", ""sense"": ""positive"", ""weight"": 25}, {""criterion"": ""Penalize for excessive verbatim copying from the chart without integration into the narrative"", ""sense"": ""negative"", ""weight"": 10}]",Openai,GPT-4o,130,88.07692307692308
4058,1695,466,114.0,15,OpenAI,gpt-4o,2025-09-10 08:07:27.283432,OpenAI,"[[0, ""The note accurately documents the clinician's assessment of dizziness and medication effects, mentioning improvement with meclizine."", 90, 22.5], [1, ""The note captures key patient statements about medication adherence and effects, such as taking Tylenol and meclizine."", 85, 17.0], [2, ""The note includes relevant context about current medications but lacks detailed information about other conditions."", 70, 10.5], [3, ""There is no significant omission of patient-reported symptoms or changes in condition."", 95, 19.0], [4, ""The note accurately documents medication dosages and frequencies, such as taking meclizine at night."", 100, 15.0], [5, ""The note is mostly complete, covering key points from the transcript, but could include more context."", 80, 20.0], [6, ""There is no excessive verbatim copying from the chart; the information is well-integrated into the narrative."", 100, 10.0]]","[{""criterion"": ""Reward for accurately documenting clinician's assessment of dizziness and medication effects"", ""sense"": ""positive"", ""weight"": 25}, {""criterion"": ""Reward for capturing key patient statements about medication adherence and effects"", ""sense"": ""positive"", ""weight"": 20}, {""criterion"": ""Reward for including relevant context from the chart, such as current medications and conditions"", ""sense"": ""positive"", ""weight"": 15}, {""criterion"": ""Penalize for omitting significant patient-reported symptoms or changes in condition"", ""sense"": ""negative"", ""weight"": 20}, {""criterion"": ""Penalize for inaccuracies in documenting medication dosages or frequencies"", ""sense"": ""negative"", ""weight"": 15}, {""criterion"": ""Reward for overall completeness of the note, ensuring all key points from the transcript are covered"", ""sense"": ""positive"", ""weight"": 25}, {""criterion"": ""Penalize for excessive verbatim copying from the chart without integration into the narrative"", ""sense"": ""negative"", ""weight"": 10}]",Openai,GPT-4o,130,87.6923076923077
4057,650,466,109.0,15,OpenAI,gpt-4o,2025-09-10 08:07:21.449619,OpenAI,"[[0, ""The note captures key patient statements about medication adherence and effects, such as taking Tylenol for back pain and meclizine for dizziness."", 90, 18.0], [1, ""The clinician's assessment of dizziness and medication effects is documented, noting improvement with meclizine."", 85, 12.75], [2, ""The note includes relevant context about current medications like Tylenol and meclizine."", 80, 12.0], [3, ""No significant patient-reported symptoms or changes in condition appear to be omitted."", 100, 20.0], [4, ""There are no inaccuracies in documenting medication dosages or frequencies."", 100, 15.0], [5, ""The note is fairly complete, covering key points such as dizziness and back pain management."", 85, 21.25], [6, ""There is no excessive verbatim copying from the chart; the information is integrated into the narrative."", 100, 10.0]]","[{""criterion"":""Reward for capturing key patient statements about medication adherence and effects"",""sense"":""positive"",""weight"":20},{""criterion"":""Reward for accurately documenting clinician's assessment of dizziness and medication effects"",""sense"":""positive"",""weight"":15},{""criterion"":""Reward for including relevant context from the chart, such as current medications and conditions"",""sense"":""positive"",""weight"":15},{""criterion"":""Penalize for omitting significant patient-reported symptoms or changes in condition"",""sense"":""negative"",""weight"":20},{""criterion"":""Penalize for inaccuracies in documenting medication dosages or frequencies"",""sense"":""negative"",""weight"":15},{""criterion"":""Reward for overall completeness of the note, ensuring all key points from the transcript are covered"",""sense"":""positive"",""weight"":25},{""criterion"":""Penalize for excessive verbatim copying from the chart without integration into the narrative"",""sense"":""negative"",""weight"":10}]",Openai,GPT-4o,120,90.83333333333333
4056,650,466,106.25,15,OpenAI,gpt-4o,2025-09-10 08:07:20.640701,OpenAI,"[[0, ""The note captures key patient statements about medication adherence and effects, such as taking Tylenol for back pain and meclizine for dizziness."", 90, 18.0], [1, ""The clinician's assessment of dizziness and medication effects is documented, noting that dizziness is improved with meclizine."", 85, 12.75], [2, ""The note includes relevant context about current medications like Tylenol and meclizine, but lacks detailed information on other conditions."", 70, 10.5], [3, ""There is no significant omission of patient-reported symptoms or changes in condition."", 100, 20.0], [4, ""There are no inaccuracies in documenting medication dosages or frequencies."", 100, 15.0], [5, ""The note is fairly complete, covering key points from the transcript, but could include more detailed context."", 80, 20.0], [6, ""There is no evidence of excessive verbatim copying from the chart."", 100, 10.0]]","[{""criterion"":""Reward for capturing key patient statements about medication adherence and effects"",""sense"":""positive"",""weight"":20},{""criterion"":""Reward for accurately documenting clinician's assessment of dizziness and medication effects"",""sense"":""positive"",""weight"":15},{""criterion"":""Reward for including relevant context from the chart, such as current medications and conditions"",""sense"":""positive"",""weight"":15},{""criterion"":""Penalize for omitting significant patient-reported symptoms or changes in condition"",""sense"":""negative"",""weight"":20},{""criterion"":""Penalize for inaccuracies in documenting medication dosages or frequencies"",""sense"":""negative"",""weight"":15},{""criterion"":""Reward for overall completeness of the note, ensuring all key points from the transcript are covered"",""sense"":""positive"",""weight"":25},{""criterion"":""Penalize for excessive verbatim copying from the chart without integration into the narrative"",""sense"":""negative"",""weight"":10}]",Openai,GPT-4o,120,88.54166666666666
4055,1173,463,39.0,15,OpenAI,gpt-4o,2025-09-10 08:07:13.538682,OpenAI,"[[0, ""The note does not capture any patient statements about medication adherence or effects."", 0, 0.0], [1, ""The note mentions dizziness but lacks details on the clinician's assessment of medication effects."", 50, 10.0], [2, ""There is no context from the chart included, such as current medications and conditions."", 0, 0.0], [3, ""The note does not mention any significant patient-reported symptoms or changes in condition."", 100, 10.0], [4, ""There are no inaccuracies in documenting medication dosages or frequencies because they are not mentioned."", 100, 10.0], [5, ""The note is incomplete and lacks key points from the transcript."", 20, 4.0], [6, ""There is no evidence of excessive verbatim copying from the chart."", 100, 5.0]]","[{""criterion"": ""Reward for capturing key patient statements about medication adherence and effects"", ""sense"": ""positive"", ""weight"": 20}, {""criterion"": ""Reward for accurately documenting clinician's assessment of dizziness and medication effects"", ""sense"": ""positive"", ""weight"": 20}, {""criterion"": ""Reward for including relevant context from the chart, such as current medications and conditions"", ""sense"": ""positive"", ""weight"": 15}, {""criterion"": ""Penalize for omitting significant patient-reported symptoms or changes in condition"", ""sense"": ""negative"", ""weight"": 10}, {""criterion"": ""Penalize for inaccuracies in documenting medication dosages or frequencies"", ""sense"": ""negative"", ""weight"": 10}, {""criterion"": ""Reward for overall completeness of the note, ensuring all key points from the transcript are covered"", ""sense"": ""positive"", ""weight"": 20}, {""criterion"": ""Penalize for excessive verbatim copying from the chart without integration into the narrative"", ""sense"": ""negative"", ""weight"": 5}]",Openai,GPT-4o,100,39.0
4054,1173,463,15.0,15,OpenAI,gpt-4o,2025-09-10 08:07:12.993785,OpenAI,"[[0, ""The note does not capture any patient statements about medication adherence or effects."", 0, 0.0], [1, ""The note does not document the clinician's assessment of dizziness or medication effects."", 0, 0.0], [2, ""There is no inclusion of relevant context from the chart, such as current medications and conditions."", 0, 0.0], [3, ""The note omits significant patient-reported symptoms or changes in condition."", 0, 0.0], [4, ""There are no documented medication dosages or frequencies to assess for inaccuracies."", 100, 10.0], [5, ""The note is incomplete and does not cover key points from the transcript."", 0, 0.0], [6, ""There is no evidence of excessive verbatim copying from the chart."", 100, 5.0]]","[{""criterion"": ""Reward for capturing key patient statements about medication adherence and effects"", ""sense"": ""positive"", ""weight"": 20}, {""criterion"": ""Reward for accurately documenting clinician's assessment of dizziness and medication effects"", ""sense"": ""positive"", ""weight"": 20}, {""criterion"": ""Reward for including relevant context from the chart, such as current medications and conditions"", ""sense"": ""positive"", ""weight"": 15}, {""criterion"": ""Penalize for omitting significant patient-reported symptoms or changes in condition"", ""sense"": ""negative"", ""weight"": 10}, {""criterion"": ""Penalize for inaccuracies in documenting medication dosages or frequencies"", ""sense"": ""negative"", ""weight"": 10}, {""criterion"": ""Reward for overall completeness of the note, ensuring all key points from the transcript are covered"", ""sense"": ""positive"", ""weight"": 20}, {""criterion"": ""Penalize for excessive verbatim copying from the chart without integration into the narrative"", ""sense"": ""negative"", ""weight"": 5}]",Openai,GPT-4o,100,15.0
4053,650,463,25.0,15,OpenAI,gpt-4o,2025-09-10 08:07:07.14774,OpenAI,"[[0, ""The note does not capture any patient statements about medication adherence or effects."", 0, 0.0], [1, ""The note does not document the clinician's assessment of dizziness or medication effects."", 0, 0.0], [2, ""There is no context from the chart included, such as current medications and conditions."", 0, 0.0], [3, ""Significant patient-reported symptoms or changes in condition are omitted."", 0, 0.0], [4, ""There are no medication dosages or frequencies documented, so inaccuracies cannot be assessed."", 100, 15.0], [5, ""The note is incomplete and does not cover key points from the transcript."", 0, 0.0], [6, ""There is no evidence of excessive verbatim copying from the chart."", 100, 10.0]]","[{""criterion"":""Reward for capturing key patient statements about medication adherence and effects"",""sense"":""positive"",""weight"":20},{""criterion"":""Reward for accurately documenting clinician's assessment of dizziness and medication effects"",""sense"":""positive"",""weight"":15},{""criterion"":""Reward for including relevant context from the chart, such as current medications and conditions"",""sense"":""positive"",""weight"":15},{""criterion"":""Penalize for omitting significant patient-reported symptoms or changes in condition"",""sense"":""negative"",""weight"":20},{""criterion"":""Penalize for inaccuracies in documenting medication dosages or frequencies"",""sense"":""negative"",""weight"":15},{""criterion"":""Reward for overall completeness of the note, ensuring all key points from the transcript are covered"",""sense"":""positive"",""weight"":25},{""criterion"":""Penalize for excessive verbatim copying from the chart without integration into the narrative"",""sense"":""negative"",""weight"":10}]",Openai,GPT-4o,120,20.833333333333336
4052,1695,463,25.0,15,OpenAI,gpt-4o,2025-09-10 08:07:07.085923,OpenAI,"[[0, ""The note does not document the clinician's assessment of dizziness and medication effects."", 0, 0.0], [1, ""The note does not capture any patient statements about medication adherence and effects."", 0, 0.0], [2, ""The note lacks relevant context from the chart, such as current medications and conditions."", 0, 0.0], [3, ""There is no mention of significant patient-reported symptoms or changes in condition."", 0, 0.0], [4, ""There are no inaccuracies in documenting medication dosages or frequencies, but this is due to the absence of such information."", 100, 15.0], [5, ""The note is incomplete and does not cover key points from the transcript."", 0, 0.0], [6, ""There is no evidence of excessive verbatim copying from the chart."", 100, 10.0]]","[{""criterion"": ""Reward for accurately documenting clinician's assessment of dizziness and medication effects"", ""sense"": ""positive"", ""weight"": 25}, {""criterion"": ""Reward for capturing key patient statements about medication adherence and effects"", ""sense"": ""positive"", ""weight"": 20}, {""criterion"": ""Reward for including relevant context from the chart, such as current medications and conditions"", ""sense"": ""positive"", ""weight"": 15}, {""criterion"": ""Penalize for omitting significant patient-reported symptoms or changes in condition"", ""sense"": ""negative"", ""weight"": 20}, {""criterion"": ""Penalize for inaccuracies in documenting medication dosages or frequencies"", ""sense"": ""negative"", ""weight"": 15}, {""criterion"": ""Reward for overall completeness of the note, ensuring all key points from the transcript are covered"", ""sense"": ""positive"", ""weight"": 25}, {""criterion"": ""Penalize for excessive verbatim copying from the chart without integration into the narrative"", ""sense"": ""negative"", ""weight"": 10}]",Openai,GPT-4o,130,19.230769230769234
4051,650,463,25.0,15,OpenAI,gpt-4o,2025-09-10 08:07:06.815401,OpenAI,"[[0, ""The note does not capture any patient statements about medication adherence or effects."", 0, 0.0], [1, ""The note does not document the clinician's assessment of dizziness or medication effects."", 0, 0.0], [2, ""There is no inclusion of relevant context from the chart, such as current medications and conditions."", 0, 0.0], [3, ""The note omits significant patient-reported symptoms or changes in condition."", 0, 0.0], [4, ""There are no documented medication dosages or frequencies to assess for inaccuracies."", 100, 15.0], [5, ""The note is incomplete and does not cover key points from the transcript."", 0, 0.0], [6, ""There is no evidence of excessive verbatim copying from the chart."", 100, 10.0]]","[{""criterion"":""Reward for capturing key patient statements about medication adherence and effects"",""sense"":""positive"",""weight"":20},{""criterion"":""Reward for accurately documenting clinician's assessment of dizziness and medication effects"",""sense"":""positive"",""weight"":15},{""criterion"":""Reward for including relevant context from the chart, such as current medications and conditions"",""sense"":""positive"",""weight"":15},{""criterion"":""Penalize for omitting significant patient-reported symptoms or changes in condition"",""sense"":""negative"",""weight"":20},{""criterion"":""Penalize for inaccuracies in documenting medication dosages or frequencies"",""sense"":""negative"",""weight"":15},{""criterion"":""Reward for overall completeness of the note, ensuring all key points from the transcript are covered"",""sense"":""positive"",""weight"":25},{""criterion"":""Penalize for excessive verbatim copying from the chart without integration into the narrative"",""sense"":""negative"",""weight"":10}]",Openai,GPT-4o,120,20.833333333333336
4050,1695,463,25.0,15,OpenAI,gpt-4o,2025-09-10 08:07:06.799641,OpenAI,"[[0, ""The note does not document the clinician's assessment of dizziness and medication effects."", 0, 0.0], [1, ""The note does not capture any patient statements about medication adherence and effects."", 0, 0.0], [2, ""There is no inclusion of relevant context from the chart, such as current medications and conditions."", 0, 0.0], [3, ""The note omits significant patient-reported symptoms or changes in condition."", 0, 0.0], [4, ""There are no inaccuracies in documenting medication dosages or frequencies because they are not mentioned."", 100, 15.0], [5, ""The note is incomplete and does not cover key points from the transcript."", 0, 0.0], [6, ""There is no evidence of excessive verbatim copying from the chart."", 100, 10.0]]","[{""criterion"": ""Reward for accurately documenting clinician's assessment of dizziness and medication effects"", ""sense"": ""positive"", ""weight"": 25}, {""criterion"": ""Reward for capturing key patient statements about medication adherence and effects"", ""sense"": ""positive"", ""weight"": 20}, {""criterion"": ""Reward for including relevant context from the chart, such as current medications and conditions"", ""sense"": ""positive"", ""weight"": 15}, {""criterion"": ""Penalize for omitting significant patient-reported symptoms or changes in condition"", ""sense"": ""negative"", ""weight"": 20}, {""criterion"": ""Penalize for inaccuracies in documenting medication dosages or frequencies"", ""sense"": ""negative"", ""weight"": 15}, {""criterion"": ""Reward for overall completeness of the note, ensuring all key points from the transcript are covered"", ""sense"": ""positive"", ""weight"": 25}, {""criterion"": ""Penalize for excessive verbatim copying from the chart without integration into the narrative"", ""sense"": ""negative"", ""weight"": 10}]",Openai,GPT-4o,130,19.230769230769234
4049,1173,462,25.0,15,OpenAI,gpt-4o,2025-09-10 08:07:00.816089,OpenAI,"[[0, ""The note does not capture any patient statements about medication adherence or effects."", 0, 0.0], [1, ""There is no documentation of the clinician's assessment of dizziness or medication effects."", 0, 0.0], [2, ""The note lacks context from the chart, such as current medications and conditions."", 0, 0.0], [3, ""No significant patient-reported symptoms or changes in condition are omitted."", 100, 10.0], [4, ""There are no inaccuracies in documenting medication dosages or frequencies, as none are mentioned."", 100, 10.0], [5, ""The note is incomplete and does not cover all key points from the transcript."", 0, 0.0], [6, ""There is no evidence of excessive verbatim copying from the chart."", 100, 5.0]]","[{""criterion"": ""Reward for capturing key patient statements about medication adherence and effects"", ""sense"": ""positive"", ""weight"": 20}, {""criterion"": ""Reward for accurately documenting clinician's assessment of dizziness and medication effects"", ""sense"": ""positive"", ""weight"": 20}, {""criterion"": ""Reward for including relevant context from the chart, such as current medications and conditions"", ""sense"": ""positive"", ""weight"": 15}, {""criterion"": ""Penalize for omitting significant patient-reported symptoms or changes in condition"", ""sense"": ""negative"", ""weight"": 10}, {""criterion"": ""Penalize for inaccuracies in documenting medication dosages or frequencies"", ""sense"": ""negative"", ""weight"": 10}, {""criterion"": ""Reward for overall completeness of the note, ensuring all key points from the transcript are covered"", ""sense"": ""positive"", ""weight"": 20}, {""criterion"": ""Penalize for excessive verbatim copying from the chart without integration into the narrative"", ""sense"": ""negative"", ""weight"": 5}]",Openai,GPT-4o,100,25.0
4048,1173,462,25.0,15,OpenAI,gpt-4o,2025-09-10 08:07:00.64849,OpenAI,"[[0, ""The note does not capture any patient statements about medication adherence or effects."", 0, 0.0], [1, ""There is no documentation of the clinician's assessment of dizziness or medication effects."", 0, 0.0], [2, ""The note lacks context from the chart, such as current medications and conditions."", 0, 0.0], [3, ""The note does not mention any significant patient-reported symptoms or changes in condition."", 100, 10.0], [4, ""There are no inaccuracies in documenting medication dosages or frequencies as none are mentioned."", 100, 10.0], [5, ""The note is incomplete and does not cover key points from the transcript."", 0, 0.0], [6, ""There is no evidence of excessive verbatim copying from the chart."", 100, 5.0]]","[{""criterion"": ""Reward for capturing key patient statements about medication adherence and effects"", ""sense"": ""positive"", ""weight"": 20}, {""criterion"": ""Reward for accurately documenting clinician's assessment of dizziness and medication effects"", ""sense"": ""positive"", ""weight"": 20}, {""criterion"": ""Reward for including relevant context from the chart, such as current medications and conditions"", ""sense"": ""positive"", ""weight"": 15}, {""criterion"": ""Penalize for omitting significant patient-reported symptoms or changes in condition"", ""sense"": ""negative"", ""weight"": 10}, {""criterion"": ""Penalize for inaccuracies in documenting medication dosages or frequencies"", ""sense"": ""negative"", ""weight"": 10}, {""criterion"": ""Reward for overall completeness of the note, ensuring all key points from the transcript are covered"", ""sense"": ""positive"", ""weight"": 20}, {""criterion"": ""Penalize for excessive verbatim copying from the chart without integration into the narrative"", ""sense"": ""negative"", ""weight"": 5}]",Openai,GPT-4o,100,25.0
4047,1394,462,39.5,15,OpenAI,gpt-4o,2025-09-10 08:07:00.46766,OpenAI,"[[0, ""The note captures the key patient statement about back pain improvement with massage and Tylenol."", 80, 16.0], [1, ""The note does not mention dizziness or medication effects, which are not part of the provided output."", 0, 0.0], [2, ""The note lacks context from the chart such as current medications and conditions beyond Tylenol."", 40, 6.0], [3, ""The note is incomplete as it only covers the reason for visit and lacks other key points."", 30, 7.5], [4, ""There is no evidence of excessive verbatim copying from the chart."", 100, 10.0]]","[{""criterion"": ""Reward for capturing key patient statements about symptoms "", ""sense"": ""positive"", ""weight"": 20}, {""criterion"": ""Reward for accurately documenting clinician's assessment of dizziness and medication effects"", ""sense"": ""positive"", ""weight"": 15}, {""criterion"": ""Reward for including relevant context from the chart, such as current medications and conditions"", ""sense"": ""positive"", ""weight"": 15}, {""criterion"": ""Reward for overall completeness of the note, ensuring all key points from the transcript are covered"", ""sense"": ""positive"", ""weight"": 25}, {""criterion"": ""Penalize for excessive verbatim copying from the chart without integration into the narrative"", ""sense"": ""negative"", ""weight"": 10}]",Openai,GPT-4o,85,46.470588235294116
4046,1394,462,36.0,15,OpenAI,gpt-4o,2025-09-10 08:07:00.449553,OpenAI,"[[0, ""The note captures the key patient statement about back pain improvement with massage and Tylenol."", 80, 16.0], [1, ""The note does not mention dizziness or medication effects, which are part of the clinician's assessment."", 0, 0.0], [2, ""The note lacks context from the chart, such as current medications and conditions."", 0, 0.0], [3, ""The note is incomplete as it only covers the reason for visit without other key points."", 40, 10.0], [4, ""There is no evidence of excessive verbatim copying from the chart."", 100, 10.0]]","[{""criterion"": ""Reward for capturing key patient statements about symptoms "", ""sense"": ""positive"", ""weight"": 20}, {""criterion"": ""Reward for accurately documenting clinician's assessment of dizziness and medication effects"", ""sense"": ""positive"", ""weight"": 15}, {""criterion"": ""Reward for including relevant context from the chart, such as current medications and conditions"", ""sense"": ""positive"", ""weight"": 15}, {""criterion"": ""Reward for overall completeness of the note, ensuring all key points from the transcript are covered"", ""sense"": ""positive"", ""weight"": 25}, {""criterion"": ""Penalize for excessive verbatim copying from the chart without integration into the narrative"", ""sense"": ""negative"", ""weight"": 10}]",Openai,GPT-4o,85,42.35294117647059
4045,1695,462,25.0,15,OpenAI,gpt-4o,2025-09-10 08:06:54.445659,OpenAI,"[[0, ""The note does not mention dizziness or medication effects, which are crucial for this criterion."", 0, 0.0], [1, ""There is no mention of patient statements about medication adherence or effects."", 0, 0.0], [2, ""The note lacks context from the chart, such as current medications and conditions."", 0, 0.0], [3, ""Significant symptoms or changes in condition are not reported in the note."", 0, 0.0], [4, ""There are no medication dosages or frequencies documented, so inaccuracies cannot be assessed."", 100, 15.0], [5, ""The note is incomplete and does not cover key points from the transcript."", 0, 0.0], [6, ""There is no evidence of excessive verbatim copying from the chart."", 100, 10.0]]","[{""criterion"": ""Reward for accurately documenting clinician's assessment of dizziness and medication effects"", ""sense"": ""positive"", ""weight"": 25}, {""criterion"": ""Reward for capturing key patient statements about medication adherence and effects"", ""sense"": ""positive"", ""weight"": 20}, {""criterion"": ""Reward for including relevant context from the chart, such as current medications and conditions"", ""sense"": ""positive"", ""weight"": 15}, {""criterion"": ""Penalize for omitting significant patient-reported symptoms or changes in condition"", ""sense"": ""negative"", ""weight"": 20}, {""criterion"": ""Penalize for inaccuracies in documenting medication dosages or frequencies"", ""sense"": ""negative"", ""weight"": 15}, {""criterion"": ""Reward for overall completeness of the note, ensuring all key points from the transcript are covered"", ""sense"": ""positive"", ""weight"": 25}, {""criterion"": ""Penalize for excessive verbatim copying from the chart without integration into the narrative"", ""sense"": ""negative"", ""weight"": 10}]",Openai,GPT-4o,130,19.230769230769234
